Sample Index,Epsilon,EV Threshold,ROI,Number of Bets
460,0.37,0.023,9.486017686849983,341
461,0.37,0.025,14.612857254365345,259
462,0.37,0.009,5.2227560381552305,560
463,0.35,0.025,12.979151596394257,338
464,0.35,0.006,6.372914129757569,619
465,0.37,0.006,14.654851700306507,546
466,0.28,0.009,10.914420199778817,527
467,0.37,0.01,14.649675700448226,506
468,0.37,0.006,12.72928367368748,579
469,0.37,0.006,8.706030054113015,570
470,0.37,0.006,12.222168693667312,540
471,0.29,0.025,8.476422863548745,370
472,0.37,0.021,15.257881732183268,367
473,0.35,0.008,17.46622579923632,549
474,0.37,0.009,10.937586446620099,534
475,0.37,0.009,7.883700902143687,512
476,0.38,0.009,11.084136037003349,502
477,0.35,0.008,7.240488220943673,574
478,0.37,0.023,15.181676503913355,300
479,0.18,0.019,8.39326172782985,531
480,0.26,0.01,9.646715558752629,570
481,0.17,0.019,4.43644739119337,528
482,0.37,0.009,13.82795773129564,500
483,0.37,0.019,20.753730001826064,331
484,0.17,0.021,3.388469323927359,502
485,0.37,0.021,8.239486403911494,341
486,0.37,0.006,11.598068942340735,575
487,0.29,0.008,3.6481991343793667,556
488,0.26,0.01,5.471757414583552,596
489,0.18,0.021,5.944416085091012,520
490,0.37,0.006,8.705511886179822,547
491,0.38,0.006,10.257786741616131,555
492,0.26,0.01,6.16188090506583,554
493,0.28,0.025,7.094615754830522,374
494,0.35,0.006,10.43394699145541,591
495,0.29,0.006,11.144752461249134,570
496,0.29,0.009,6.659750963908334,571
497,0.37,0.009,11.091700780158847,513
498,0.37,0.025,8.595762259965838,291
499,0.37,0.008,5.740696079355115,541
500,0.29,0.006,11.375879158392564,607
501,0.35,0.006,6.2323703805686055,586
502,0.35,0.025,6.170062954032447,303
503,0.37,0.023,13.454586070950992,318
504,0.02,0.0,6.166785148252005,689
505,0.0,0.018,7.6039032178628565,715
506,0.37,0.025,13.631251243913747,306
507,0.37,0.006,13.49136605174119,606
508,0.37,0.025,17.327663126919294,278
509,0.18,0.021,3.719422702811996,510
510,0.37,0.018,13.326120556609533,385
511,0.37,0.008,12.75065282067824,556
512,0.37,0.006,8.532827923380879,612
513,0.26,0.008,6.668138422544394,597
514,0.37,0.006,9.55061960416244,564
515,0.37,0.006,14.574721557902128,583
516,0.37,0.009,16.117684978954262,523
517,0.37,0.021,9.318543513367812,335
518,0.35,0.009,9.495470857397319,545
519,0.24,0.009,5.245539649660415,574
520,0.37,0.01,7.590816306857681,498
521,0.28,0.006,6.873190882432642,590
522,0.38,0.006,10.718530457209535,553
523,0.35,0.006,13.685882178385814,596
524,0.36,0.0,8.53584883808891,679
525,0.38,0.021,7.7035501291312185,316
526,0.37,0.006,10.28967547268635,580
527,0.37,0.009,6.16731359761148,505
528,0.18,0.025,7.00907584692587,504
529,0.24,0.021,13.629558620598814,460
530,0.37,0.009,10.196643010731739,555
531,0.37,0.006,7.4872027226099505,575
532,0.38,0.008,5.678188673652331,509
533,0.3,0.008,9.43147584972318,552
534,0.37,0.006,8.636981405744566,584
535,0.26,0.01,10.968787736146432,580
536,0.37,0.025,3.9545667970440213,306
537,0.26,0.009,10.997722494411912,572
538,0.28,0.006,7.596070468250401,564
539,0.37,0.004,8.577949436598761,604
540,0.14,0.008,8.483358364607433,637
541,0.34,0.023,7.527521510849978,313
542,0.35,0.021,11.889331262317533,322
543,0.37,0.008,11.866950001134526,549
544,0.37,0.009,8.60967163663732,526
545,0.01,0.017,2.7179454187387515,649
546,0.29,0.004,11.785294291422211,582
547,0.37,0.006,7.066093172423738,554
548,0.37,0.008,9.227434597385464,516
549,0.37,0.025,14.014171531974256,293
550,0.37,0.025,17.135471363720455,281
551,0.35,0.027,5.156413002563857,275
552,0.18,0.017,6.83610824431104,537
553,0.35,0.008,10.90002882943823,573
554,0.26,0.008,5.923484780935078,578
555,0.35,0.006,10.620730584717938,557
556,0.28,0.019,14.978313858717234,420
557,0.37,0.009,7.314151845567483,489
558,0.37,0.006,10.188221787839934,573
559,0.21,0.009,3.5375116630857266,585
560,0.0,0.018,6.395357139230909,678
561,0.37,0.021,11.873839815362844,337
562,0.35,0.006,6.775474551766128,596
563,0.32,0.017,11.510996772406568,448
564,0.18,0.012,8.177893818117644,579
565,0.37,0.025,24.22011409920615,285
566,0.15,0.009,10.149623904717593,619
567,0.37,0.008,11.09884345943532,554
568,0.31,0.025,6.6635869063928626,392
569,0.27,0.006,9.48247845595254,605
570,0.37,0.006,9.499207276777732,570
571,0.37,0.008,16.675540574261735,518
572,0.38,0.006,11.2782965603764,584
573,0.0,0.018,7.344147103619908,693
574,0.37,0.021,16.282352486229847,350
575,0.38,0.006,4.259514272646597,573
576,0.28,0.025,14.468050791661305,347
577,0.17,0.009,8.060823565449178,616
578,0.37,0.006,13.096654786672874,576
579,0.18,0.019,6.153507178441351,520
580,0.37,0.009,13.779575727797019,532
581,0.18,0.01,10.288437199987989,611
582,0.37,0.025,16.58635798486946,295
583,0.37,0.025,21.28501118667393,292
584,0.37,0.025,19.259604015595233,327
585,0.24,0.021,8.768576336405346,415
586,0.37,0.009,7.5914007330409135,540
587,0.17,0.009,4.165413566793533,590
588,0.18,0.019,9.985410579454761,538
589,0.37,0.021,8.038055636423932,331
590,0.38,0.004,5.9232648814103275,583
591,0.35,0.025,6.3227579908807385,295
592,0.37,0.006,8.995716865700976,557
593,0.18,0.009,9.12566484738252,611
594,0.37,0.025,15.269225197329684,301
595,0.37,0.027,9.72352806097032,239
596,0.37,0.009,12.28445380094381,538
597,0.17,0.009,11.335549554308693,600
598,0.26,0.021,6.492914358700676,444
599,0.37,0.009,10.078429848322642,475
600,0.28,0.006,7.693152568402644,566
601,0.37,0.025,11.22757132169878,295
602,0.35,0.025,11.016674064618961,272
603,0.05,0.008,8.435193452561286,679
604,0.26,0.009,12.880182319844174,540
605,0.35,0.025,7.009955912768325,307
606,0.35,0.006,9.188231140998187,576
607,0.37,0.025,14.544730009571136,248
608,0.38,0.006,5.5657545291219215,572
609,0.35,0.008,8.759121908889998,551
610,0.37,0.008,12.187246220299297,553
611,0.35,0.008,6.375419899428785,558
612,0.17,0.009,5.835111921795921,624
613,0.37,0.006,6.848330971544751,590
614,0.37,0.009,13.127920335508842,535
615,0.37,0.006,7.219372943360046,544
616,0.35,0.008,9.943095539030033,557
617,0.35,0.019,9.734939778220664,392
618,0.37,0.008,11.355073776352908,535
619,0.37,0.006,10.39038549392555,590
620,0.37,0.025,12.751046204999666,301
621,0.37,0.006,8.112459950821444,601
622,0.37,0.008,6.660464716628127,526
623,0.38,0.019,9.081558794169657,323
624,0.37,0.023,13.866006558524443,291
625,0.37,0.009,9.788216037394324,538
626,0.37,0.01,5.636415442576587,525
627,0.37,0.021,10.027950975463169,323
628,0.37,0.009,9.721447209914533,555
629,0.37,0.025,17.662801992820654,289
630,0.0,0.018,5.421976404088356,673
631,0.01,0.017,4.713793178858141,669
632,0.37,0.008,6.852139474221174,546
633,0.37,0.008,10.19583205322704,528
634,0.37,0.008,12.786604009826858,540
635,0.26,0.01,8.677195241554719,547
636,0.35,0.006,14.65760611858578,589
637,0.35,0.008,12.22158236289706,551
638,0.17,0.025,11.193529092178116,491
639,0.35,0.025,16.64562261525412,317
640,0.37,0.008,7.464252113967469,531
641,0.28,0.029,10.285462230714085,331
642,0.18,0.009,7.8165121280332786,595
643,0.37,0.022,12.197470360276256,326
644,0.02,0.027,4.152604725863947,669
645,0.01,0.017,5.065981898536723,688
646,0.29,0.006,4.620542738962817,605
647,0.37,0.006,9.169352167021914,564
648,0.37,0.025,14.252238507096504,306
649,0.37,0.023,15.249303537421834,338
650,0.37,0.008,8.409473934803687,538
651,0.37,0.008,11.271198237832534,550
652,0.37,0.008,10.050046387511133,559
653,0.37,0.009,12.72079248484386,499
654,0.28,0.016,6.682801051354444,461
655,0.37,0.008,11.658487194043927,531
656,0.18,0.021,9.801522741008489,531
657,0.38,0.009,15.718755798615042,507
658,0.17,0.008,8.635968767082876,587
659,0.38,0.006,6.502661678499733,555
660,0.37,0.006,6.09324639021318,567
661,0.37,0.025,11.157271884575582,293
662,0.37,0.008,11.440046628824726,518
663,0.02,0.0,3.3234671054524747,684
664,0.37,0.025,5.346517857794348,272
665,0.37,0.006,8.320219940839,565
666,0.14,0.008,10.204918963637539,618
667,0.37,0.006,11.375998089601563,571
668,0.35,0.006,14.090606122176682,549
669,0.37,0.008,16.849095510742067,522
670,0.38,0.006,19.928637743837065,556
671,0.17,0.025,10.529069907233868,467
672,0.35,0.025,11.567607258115864,303
673,0.17,0.008,10.65125303193788,628
674,0.28,0.006,9.254888793266344,583
675,0.29,0.006,5.448731889692125,539
676,0.29,0.008,11.350896255416016,536
677,0.35,0.021,11.32597724418588,379
678,0.37,0.008,13.016807933435581,548
679,0.26,0.009,9.616414336235962,558
680,0.18,0.008,5.50053387827067,639
681,0.31,0.008,9.534736687742786,557
682,0.35,0.008,14.37856156522532,549
683,0.37,0.016,7.116411999324221,377
684,0.37,0.008,10.160906179101653,556
685,0.37,0.008,6.986329612808223,529
686,0.37,0.008,13.370816717355227,528
687,0.26,0.011,8.565697424802282,542
688,0.37,0.009,15.272854948581335,529
689,0.37,0.008,11.644884800103567,548
